State/UT,District,Gender,Age_Group,Missing_Count
Bihar,Patna,Female,Above 18,343
Bihar,Patna,Transgender,Below 12,0
Bihar,Patna,Transgender,12 to 16,0
Bihar,Patna,Transgender,16 to 18,0
Bihar,Patna,Transgender,Above 18,0
Bihar,Patna Railway,Male,Below 12,0
Bihar,Patna Railway,Male,12 to 16,0
Bihar,Patna Railway,Male,16 to 18,0
Bihar,Patna Railway,Male,Above 18,0
Bihar,Patna Railway,Female,Below 12,0
Bihar,Patna Railway,Female,12 to 16,0
Bihar,Patna Railway,Female,16 to 18,0
Bihar,Patna Railway,Female,Above 18,0
Bihar,Patna Railway,Transgender,Below 12,0
Bihar,Patna Railway,Transgender,12 to 16,0
Bihar,Patna Railway,Transgender,16 to 18,0
Bihar,Patna Railway,Transgender,Above 18,0
Bihar,Purnea,Male,Below 12,0
Bihar,Purnea,Male,12 to 16,0
Bihar,Purnea,Male,16 to 18,4
Bihar,Purnea,Male,Above 18,3
Bihar,Purnea,Female,Below 12,8
Bihar,Purnea,Female,12 to 16,9
Bihar,Purnea,Female,16 to 18,8
Bihar,Purnea,Female,Above 18,18
Bihar,Purnea,Transgender,Below 12,0
Bihar,Purnea,Transgender,12 to 16,0
Bihar,Purnea,Transgender,16 to 18,0
Bihar,Purnea,Transgender,Above 18,0
Bihar,Rohtas,Male,Below 12,2
Bihar,Rohtas,Male,12 to 16,3
Bihar,Rohtas,Male,16 to 18,12
Bihar,Rohtas,Male,Above 18,17
Bihar,Rohtas,Female,Below 12,4
Bihar,Rohtas,Female,12 to 16,5
Bihar,Rohtas,Female,16 to 18,22
Bihar,Rohtas,Female,Above 18,22
Bihar,Rohtas,Transgender,Below 12,0
Bihar,Rohtas,Transgender,12 to 16,0
Bihar,Rohtas,Transgender,16 to 18,0
Bihar,Rohtas,Transgender,Above 18,0
Bihar,Saharsa,Male,Below 12,0
Bihar,Saharsa,Male,12 to 16,0
Bihar,Saharsa,Male,16 to 18,0
Bihar,Saharsa,Male,Above 18,0
Bihar,Saharsa,Female,Below 12,0
Bihar,Saharsa,Female,12 to 16,0
Bihar,Saharsa,Female,16 to 18,0
Bihar,Saharsa,Female,Above 18,0
Bihar,Saharsa,Transgender,Below 12,0
Bihar,Saharsa,Transgender,12 to 16,0
Bihar,Saharsa,Transgender,16 to 18,0
Bihar,Saharsa,Transgender,Above 18,0
Bihar,Samastipur,Male,Below 12,0
Bihar,Samastipur,Male,12 to 16,0
Bihar,Samastipur,Male,16 to 18,0
Bihar,Samastipur,Male,Above 18,5
Bihar,Samastipur,Female,Below 12,32
Bihar,Samastipur,Female,12 to 16,46
Bihar,Samastipur,Female,16 to 18,111
Bihar,Samastipur,Female,Above 18,146
Bihar,Samastipur,Transgender,Below 12,0
Bihar,Samastipur,Transgender,12 to 16,0
Bihar,Samastipur,Transgender,16 to 18,0
Bihar,Samastipur,Transgender,Above 18,0
Bihar,Saran,Male,Below 12,20
Bihar,Saran,Male,12 to 16,17
Bihar,Saran,Male,16 to 18,20
Bihar,Saran,Male,Above 18,31
Bihar,Saran,Female,Below 12,72
Bihar,Saran,Female,12 to 16,273
Bihar,Saran,Female,16 to 18,122
Bihar,Saran,Female,Above 18,27
Bihar,Saran,Transgender,Below 12,0
Bihar,Saran,Transgender,12 to 16,0
Bihar,Saran,Transgender,16 to 18,0
Bihar,Saran,Transgender,Above 18,0
Bihar,Sheikhpura,Male,Below 12,0
Bihar,Sheikhpura,Male,12 to 16,7
Bihar,Sheikhpura,Male,16 to 18,0
Bihar,Sheikhpura,Male,Above 18,12
Bihar,Sheikhpura,Female,Below 12,1
Bihar,Sheikhpura,Female,12 to 16,15
Bihar,Sheikhpura,Female,16 to 18,32
Bihar,Sheikhpura,Female,Above 18,22
Bihar,Sheikhpura,Transgender,Below 12,0
Bihar,Sheikhpura,Transgender,12 to 16,0
Bihar,Sheikhpura,Transgender,16 to 18,0
Bihar,Sheikhpura,Transgender,Above 18,0
Bihar,Sheohar,Male,Below 12,0
Bihar,Sheohar,Male,12 to 16,2
Bihar,Sheohar,Male,16 to 18,0
Bihar,Sheohar,Male,Above 18,3
Bihar,Sheohar,Female,Below 12,0
Bihar,Sheohar,Female,12 to 16,3
Bihar,Sheohar,Female,16 to 18,30
Bihar,Sheohar,Female,Above 18,12
Bihar,Sheohar,Transgender,Below 12,0
Bihar,Sheohar,Transgender,12 to 16,0
Bihar,Sheohar,Transgender,16 to 18,0
Bihar,Sheohar,Transgender,Above 18,0
Bihar,Sitamarhi,Male,Below 12,8
Bihar,Sitamarhi,Male,12 to 16,8
Bihar,Sitamarhi,Male,16 to 18,8
Bihar,Sitamarhi,Male,Above 18,35
Bihar,Sitamarhi,Female,Below 12,41
Bihar,Sitamarhi,Female,12 to 16,50
Bihar,Sitamarhi,Female,16 to 18,179
Bihar,Sitamarhi,Female,Above 18,145
Bihar,Sitamarhi,Transgender,Below 12,0
Bihar,Sitamarhi,Transgender,12 to 16,0
Bihar,Sitamarhi,Transgender,16 to 18,0
Bihar,Sitamarhi,Transgender,Above 18,0
Bihar,Siwan,Male,Below 12,0
Bihar,Siwan,Male,12 to 16,10
Bihar,Siwan,Male,16 to 18,11
Bihar,Siwan,Male,Above 18,21
Bihar,Siwan,Female,Below 12,1
Bihar,Siwan,Female,12 to 16,30
Bihar,Siwan,Female,16 to 18,157
Bihar,Siwan,Female,Above 18,76
Bihar,Siwan,Transgender,Below 12,0
Bihar,Siwan,Transgender,12 to 16,0
Bihar,Siwan,Transgender,16 to 18,0
Bihar,Siwan,Transgender,Above 18,0
Bihar,Supaul,Male,Below 12,1
Bihar,Supaul,Male,12 to 16,3
Bihar,Supaul,Male,16 to 18,1
Bihar,Supaul,Male,Above 18,5
Bihar,Supaul,Female,Below 12,1
Bihar,Supaul,Female,12 to 16,15
Bihar,Supaul,Female,16 to 18,68
Bihar,Supaul,Female,Above 18,46
Bihar,Supaul,Transgender,Below 12,0
Bihar,Supaul,Transgender,12 to 16,0
Bihar,Supaul,Transgender,16 to 18,0
Bihar,Supaul,Transgender,Above 18,0
Bihar,Vaishali,Male,Below 12,45
Bihar,Vaishali,Male,12 to 16,0
Bihar,Vaishali,Male,16 to 18,18
Bihar,Vaishali,Male,Above 18,53
Bihar,Vaishali,Female,Below 12,53
Bihar,Vaishali,Female,12 to 16,0
Bihar,Vaishali,Female,16 to 18,224
Bihar,Vaishali,Female,Above 18,167
Bihar,Vaishali,Transgender,Below 12,0
Bihar,Vaishali,Transgender,12 to 16,0
Bihar,Vaishali,Transgender,16 to 18,0
Bihar,Vaishali,Transgender,Above 18,0
Bihar,Economic Offences Unit,Male,Below 12,0
Bihar,Economic Offences Unit,Male,12 to 16,0
Bihar,Economic Offences Unit,Male,16 to 18,0
Bihar,Economic Offences Unit,Male,Above 18,0
Bihar,Economic Offences Unit,Female,Below 12,0
Bihar,Economic Offences Unit,Female,12 to 16,0
Bihar,Economic Offences Unit,Female,16 to 18,0
Bihar,Economic Offences Unit,Female,Above 18,0
Bihar,Economic Offences Unit,Transgender,Below 12,0
Bihar,Economic Offences Unit,Transgender,12 to 16,0
Bihar,Economic Offences Unit,Transgender,16 to 18,0
Bihar,Economic Offences Unit,Transgender,Above 18,0
Bihar,Anti Terrorist Squad,Male,Below 12,0
Bihar,Anti Terrorist Squad,Male,12 to 16,0
Bihar,Anti Terrorist Squad,Male,16 to 18,0
Bihar,Anti Terrorist Squad,Male,Above 18,0
Bihar,Anti Terrorist Squad,Female,Below 12,0
Bihar,Anti Terrorist Squad,Female,12 to 16,0
Bihar,Anti Terrorist Squad,Female,16 to 18,0
Bihar,Anti Terrorist Squad,Female,Above 18,0
Bihar,Anti Terrorist Squad,Transgender,Below 12,0
Bihar,Anti Terrorist Squad,Transgender,12 to 16,0
Bihar,Anti Terrorist Squad,Transgender,16 to 18,0
Bihar,Anti Terrorist Squad,Transgender,Above 18,0
Chhattisgarh,Balod,Male,Below 12,0
Chhattisgarh,Balod,Male,12 to 16,1
Chhattisgarh,Balod,Male,16 to 18,3
Chhattisgarh,Balod,Male,Above 18,112
Chhattisgarh,Balod,Female,Below 12,0
Chhattisgarh,Balod,Female,12 to 16,2
Chhattisgarh,Balod,Female,16 to 18,61
Chhattisgarh,Balod,Female,Above 18,324
Chhattisgarh,Balod,Transgender,Below 12,0
Chhattisgarh,Balod,Transgender,12 to 16,0
Chhattisgarh,Balod,Transgender,16 to 18,0
Chhattisgarh,Balod,Transgender,Above 18,0
Chhattisgarh,Balodbazar,Male,Below 12,6
Chhattisgarh,Balodbazar,Male,12 to 16,10
Chhattisgarh,Balodbazar,Male,16 to 18,7
Chhattisgarh,Balodbazar,Male,Above 18,149
Chhattisgarh,Balodbazar,Female,Below 12,3
Chhattisgarh,Balodbazar,Female,12 to 16,51
Chhattisgarh,Balodbazar,Female,16 to 18,128
Chhattisgarh,Balodbazar,Female,Above 18,472
Chhattisgarh,Balodbazar,Transgender,Below 12,0
Chhattisgarh,Balodbazar,Transgender,12 to 16,0
Chhattisgarh,Balodbazar,Transgender,16 to 18,0
Chhattisgarh,Balodbazar,Transgender,Above 18,0
Chhattisgarh,Balrampur,Male,Below 12,3
Chhattisgarh,Balrampur,Male,12 to 16,8
Chhattisgarh,Balrampur,Male,16 to 18,6
Chhattisgarh,Balrampur,Male,Above 18,54
Chhattisgarh,Balrampur,Female,Below 12,0
Chhattisgarh,Balrampur,Female,12 to 16,27
Chhattisgarh,Balrampur,Female,16 to 18,44
Chhattisgarh,Balrampur,Female,Above 18,131
Chhattisgarh,Balrampur,Transgender,Below 12,0
Chhattisgarh,Balrampur,Transgender,12 to 16,0
Chhattisgarh,Balrampur,Transgender,16 to 18,0
Chhattisgarh,Balrampur,Transgender,Above 18,0
Chhattisgarh,Bemetra,Male,Below 12,1
Chhattisgarh,Bemetra,Male,12 to 16,7
Chhattisgarh,Bemetra,Male,16 to 18,2
Chhattisgarh,Bemetra,Male,Above 18,88
Chhattisgarh,Bemetra,Female,Below 12,0
Chhattisgarh,Bemetra,Female,12 to 16,26
Chhattisgarh,Bemetra,Female,16 to 18,44
Chhattisgarh,Bemetra,Female,Above 18,279
Chhattisgarh,Bemetra,Transgender,Below 12,0
Chhattisgarh,Bemetra,Transgender,12 to 16,0
Chhattisgarh,Bemetra,Transgender,16 to 18,0
Chhattisgarh,Bemetra,Transgender,Above 18,0
Chhattisgarh,Bilaspur,Male,Below 12,0
Chhattisgarh,Bilaspur,Male,12 to 16,0
Chhattisgarh,Bilaspur,Male,16 to 18,0
Chhattisgarh,Bilaspur,Male,Above 18,0
Chhattisgarh,Bilaspur,Female,Below 12,0
Chhattisgarh,Bilaspur,Female,12 to 16,0
Chhattisgarh,Bilaspur,Female,16 to 18,0
Chhattisgarh,Bilaspur,Female,Above 18,0
Chhattisgarh,Bilaspur,Transgender,Below 12,0
Chhattisgarh,Bilaspur,Transgender,12 to 16,0
Chhattisgarh,Bilaspur,Transgender,16 to 18,0
Chhattisgarh,Bilaspur,Transgender,Above 18,0
Chhattisgarh,Bizapur,Male,Below 12,0
Chhattisgarh,Bizapur,Male,12 to 16,0
Chhattisgarh,Bizapur,Male,16 to 18,0
Chhattisgarh,Bizapur,Male,Above 18,21
Chhattisgarh,Bizapur,Female,Below 12,1
Chhattisgarh,Bizapur,Female,12 to 16,6
Chhattisgarh,Bizapur,Female,16 to 18,5
Chhattisgarh,Bizapur,Female,Above 18,25
Chhattisgarh,Bizapur,Transgender,Below 12,0
Chhattisgarh,Bizapur,Transgender,12 to 16,0
Chhattisgarh,Bizapur,Transgender,16 to 18,0
Chhattisgarh,Bizapur,Transgender,Above 18,0
Chhattisgarh,Dantewara,Male,Below 12,0
Chhattisgarh,Dantewara,Male,12 to 16,2
Chhattisgarh,Dantewara,Male,16 to 18,2
Chhattisgarh,Dantewara,Male,Above 18,28
Chhattisgarh,Dantewara,Female,Below 12,3
Chhattisgarh,Dantewara,Female,12 to 16,14
Chhattisgarh,Dantewara,Female,16 to 18,5
Chhattisgarh,Dantewara,Female,Above 18,52
Chhattisgarh,Dantewara,Transgender,Below 12,0
Chhattisgarh,Dantewara,Transgender,12 to 16,0
Chhattisgarh,Dantewara,Transgender,16 to 18,0
Chhattisgarh,Dantewara,Transgender,Above 18,0
Chhattisgarh,Dhamtari,Male,Below 12,1
Chhattisgarh,Dhamtari,Male,12 to 16,5
Chhattisgarh,Dhamtari,Male,16 to 18,4
Chhattisgarh,Dhamtari,Male,Above 18,108
Chhattisgarh,Dhamtari,Female,Below 12,1
Chhattisgarh,Dhamtari,Female,12 to 16,16
Chhattisgarh,Dhamtari,Female,16 to 18,35
Chhattisgarh,Dhamtari,Female,Above 18,348
Chhattisgarh,Dhamtari,Transgender,Below 12,0
Chhattisgarh,Dhamtari,Transgender,12 to 16,0
Chhattisgarh,Dhamtari,Transgender,16 to 18,0
Chhattisgarh,Dhamtari,Transgender,Above 18,0
Chhattisgarh,Durg,Male,Below 12,4
Chhattisgarh,Durg,Male,12 to 16,18
Chhattisgarh,Durg,Male,16 to 18,21
Chhattisgarh,Durg,Male,Above 18,385
Chhattisgarh,Durg,Female,Below 12,1
Chhattisgarh,Durg,Female,12 to 16,84
Chhattisgarh,Durg,Female,16 to 18,149
Chhattisgarh,Durg,Female,Above 18,784
Chhattisgarh,Durg,Transgender,Below 12,0
Chhattisgarh,Durg,Transgender,12 to 16,0
Chhattisgarh,Durg,Transgender,16 to 18,0
Chhattisgarh,Durg,Transgender,Above 18,0
Chhattisgarh,Gariyaband,Male,Below 12,2
Chhattisgarh,Gariyaband,Male,12 to 16,5
Chhattisgarh,Gariyaband,Male,16 to 18,1
Chhattisgarh,Gariyaband,Male,Above 18,88
Chhattisgarh,Gariyaband,Female,Below 12,0
Chhattisgarh,Gariyaband,Female,12 to 16,16
Chhattisgarh,Gariyaband,Female,16 to 18,21
Chhattisgarh,Gariyaband,Female,Above 18,212
Chhattisgarh,Gariyaband,Transgender,Below 12,0
Chhattisgarh,Gariyaband,Transgender,12 to 16,0
Chhattisgarh,Gariyaband,Transgender,16 to 18,0
Chhattisgarh,Gariyaband,Transgender,Above 18,0
Chhattisgarh,GRP Raipur,Male,Below 12,0
Chhattisgarh,GRP Raipur,Male,12 to 16,1
Chhattisgarh,GRP Raipur,Male,16 to 18,1
Chhattisgarh,GRP Raipur,Male,Above 18,6
Chhattisgarh,GRP Raipur,Female,Below 12,0
Chhattisgarh,GRP Raipur,Female,12 to 16,1
Chhattisgarh,GRP Raipur,Female,16 to 18,3
Chhattisgarh,GRP Raipur,Female,Above 18,15
Chhattisgarh,GRP Raipur,Transgender,Below 12,0
Chhattisgarh,GRP Raipur,Transgender,12 to 16,0
Chhattisgarh,GRP Raipur,Transgender,16 to 18,0
Chhattisgarh,GRP Raipur,Transgender,Above 18,0
Chhattisgarh,Jagdalpur,Male,Below 12,3
Chhattisgarh,Jagdalpur,Male,12 to 16,1
Chhattisgarh,Jagdalpur,Male,16 to 18,7
Chhattisgarh,Jagdalpur,Male,Above 18,84
Chhattisgarh,Jagdalpur,Female,Below 12,0
Chhattisgarh,Jagdalpur,Female,12 to 16,25
Chhattisgarh,Jagdalpur,Female,16 to 18,43
Chhattisgarh,Jagdalpur,Female,Above 18,222
Chhattisgarh,Jagdalpur,Transgender,Below 12,0
Chhattisgarh,Jagdalpur,Transgender,12 to 16,0
Chhattisgarh,Jagdalpur,Transgender,16 to 18,0
Chhattisgarh,Jagdalpur,Transgender,Above 18,0
Chhattisgarh,Janjgir,Male,Below 12,14
Chhattisgarh,Janjgir,Male,12 to 16,19
Chhattisgarh,Janjgir,Male,16 to 18,12
Chhattisgarh,Janjgir,Male,Above 18,230
Chhattisgarh,Janjgir,Female,Below 12,1
Chhattisgarh,Janjgir,Female,12 to 16,106
Chhattisgarh,Janjgir,Female,16 to 18,168
Chhattisgarh,Janjgir,Female,Above 18,634
Chhattisgarh,Janjgir,Transgender,Below 12,0
Chhattisgarh,Janjgir,Transgender,12 to 16,0
Chhattisgarh,Janjgir,Transgender,16 to 18,0
Chhattisgarh,Janjgir,Transgender,Above 18,0
Chhattisgarh,Jashpur,Male,Below 12,0
Chhattisgarh,Jashpur,Male,12 to 16,7
Chhattisgarh,Jashpur,Male,16 to 18,9
Chhattisgarh,Jashpur,Male,Above 18,73
Chhattisgarh,Jashpur,Female,Below 12,1
Chhattisgarh,Jashpur,Female,12 to 16,41
Chhattisgarh,Jashpur,Female,16 to 18,52
Chhattisgarh,Jashpur,Female,Above 18,256
Chhattisgarh,Jashpur,Transgender,Below 12,0
Chhattisgarh,Jashpur,Transgender,12 to 16,0
Chhattisgarh,Jashpur,Transgender,16 to 18,0
Chhattisgarh,Jashpur,Transgender,Above 18,0
Chhattisgarh,Kabirdham,Male,Below 12,2
Chhattisgarh,Kabirdham,Male,12 to 16,5
Chhattisgarh,Kabirdham,Male,16 to 18,8
Chhattisgarh,Kabirdham,Male,Above 18,110
Chhattisgarh,Kabirdham,Female,Below 12,2
Chhattisgarh,Kabirdham,Female,12 to 16,31
Chhattisgarh,Kabirdham,Female,16 to 18,58
Chhattisgarh,Kabirdham,Female,Above 18,283
Chhattisgarh,Kabirdham,Transgender,Below 12,0
Chhattisgarh,Kabirdham,Transgender,12 to 16,0
Chhattisgarh,Kabirdham,Transgender,16 to 18,0
Chhattisgarh,Kabirdham,Transgender,Above 18,0
Chhattisgarh,Kanker,Male,Below 12,2
Chhattisgarh,Kanker,Male,12 to 16,3
Chhattisgarh,Kanker,Male,16 to 18,3
Chhattisgarh,Kanker,Male,Above 18,95
Chhattisgarh,Kanker,Female,Below 12,2
Chhattisgarh,Kanker,Female,12 to 16,3
Chhattisgarh,Kanker,Female,16 to 18,61
Chhattisgarh,Kanker,Female,Above 18,273
Chhattisgarh,Kanker,Transgender,Below 12,0
Chhattisgarh,Kanker,Transgender,12 to 16,0
Chhattisgarh,Kanker,Transgender,16 to 18,0
Chhattisgarh,Kanker,Transgender,Above 18,0
Chhattisgarh,Kondagaon,Male,Below 12,0
Chhattisgarh,Kondagaon,Male,12 to 16,4
Chhattisgarh,Kondagaon,Male,16 to 18,5
Chhattisgarh,Kondagaon,Male,Above 18,53
Chhattisgarh,Kondagaon,Female,Below 12,1
Chhattisgarh,Kondagaon,Female,12 to 16,21
Chhattisgarh,Kondagaon,Female,16 to 18,31
Chhattisgarh,Kondagaon,Female,Above 18,167
Chhattisgarh,Kondagaon,Transgender,Below 12,0
Chhattisgarh,Kondagaon,Transgender,12 to 16,0
Chhattisgarh,Kondagaon,Transgender,16 to 18,0
Chhattisgarh,Kondagaon,Transgender,Above 18,0
Chhattisgarh,Korba,Male,Below 12,9
Chhattisgarh,Korba,Male,12 to 16,15
Chhattisgarh,Korba,Male,16 to 18,15
Chhattisgarh,Korba,Male,Above 18,161
Chhattisgarh,Korba,Female,Below 12,1
Chhattisgarh,Korba,Female,12 to 16,30
Chhattisgarh,Korba,Female,16 to 18,98
Chhattisgarh,Korba,Female,Above 18,467
Chhattisgarh,Korba,Transgender,Below 12,0
Chhattisgarh,Korba,Transgender,12 to 16,0
Chhattisgarh,Korba,Transgender,16 to 18,0
Chhattisgarh,Korba,Transgender,Above 18,0
Chhattisgarh,Koriya,Male,Below 12,1
Chhattisgarh,Koriya,Male,12 to 16,1
Chhattisgarh,Koriya,Male,16 to 18,2
Chhattisgarh,Koriya,Male,Above 18,23
Chhattisgarh,Koriya,Female,Below 12,2
Chhattisgarh,Koriya,Female,12 to 16,11
Chhattisgarh,Koriya,Female,16 to 18,14
Chhattisgarh,Koriya,Female,Above 18,91
Chhattisgarh,Koriya,Transgender,Below 12,0
Chhattisgarh,Koriya,Transgender,12 to 16,0
Chhattisgarh,Koriya,Transgender,16 to 18,0
Chhattisgarh,Koriya,Transgender,Above 18,0
Chhattisgarh,Mahasamund,Male,Below 12,168
Chhattisgarh,Mahasamund,Male,12 to 16,4
Chhattisgarh,Mahasamund,Male,16 to 18,8
Chhattisgarh,Mahasamund,Male,Above 18,150
Chhattisgarh,Mahasamund,Female,Below 12,0
Chhattisgarh,Mahasamund,Female,12 to 16,0
Chhattisgarh,Mahasamund,Female,16 to 18,0
Chhattisgarh,Mahasamund,Female,Above 18,560
Chhattisgarh,Mahasamund,Transgender,Below 12,0
Chhattisgarh,Mahasamund,Transgender,12 to 16,0
Chhattisgarh,Mahasamund,Transgender,16 to 18,0
Chhattisgarh,Mahasamund,Transgender,Above 18,0
Chhattisgarh,Mungali,Male,Below 12,0
Chhattisgarh,Mungali,Male,12 to 16,2
Chhattisgarh,Mungali,Male,16 to 18,2
Chhattisgarh,Mungali,Male,Above 18,69
Chhattisgarh,Mungali,Female,Below 12,2
Chhattisgarh,Mungali,Female,12 to 16,23
Chhattisgarh,Mungali,Female,16 to 18,45
Chhattisgarh,Mungali,Female,Above 18,235
Chhattisgarh,Mungali,Transgender,Below 12,0
Chhattisgarh,Mungali,Transgender,12 to 16,0
Chhattisgarh,Mungali,Transgender,16 to 18,0
Chhattisgarh,Mungali,Transgender,Above 18,0
Chhattisgarh,Narayanpur,Male,Below 12,0
Chhattisgarh,Narayanpur,Male,12 to 16,2
Chhattisgarh,Narayanpur,Male,16 to 18,2
Chhattisgarh,Narayanpur,Male,Above 18,7
Chhattisgarh,Narayanpur,Female,Below 12,1
Chhattisgarh,Narayanpur,Female,12 to 16,9
Chhattisgarh,Narayanpur,Female,16 to 18,4
Chhattisgarh,Narayanpur,Female,Above 18,37
Chhattisgarh,Narayanpur,Transgender,Below 12,0
Chhattisgarh,Narayanpur,Transgender,12 to 16,0
Chhattisgarh,Narayanpur,Transgender,16 to 18,0
Chhattisgarh,Narayanpur,Transgender,Above 18,0
Chhattisgarh,Raigarh,Male,Below 12,3
Chhattisgarh,Raigarh,Male,12 to 16,14
Chhattisgarh,Raigarh,Male,16 to 18,11
Chhattisgarh,Raigarh,Male,Above 18,228
Chhattisgarh,Raigarh,Female,Below 12,2
Chhattisgarh,Raigarh,Female,12 to 16,54
Chhattisgarh,Raigarh,Female,16 to 18,95
Chhattisgarh,Raigarh,Female,Above 18,456
Chhattisgarh,Raigarh,Transgender,Below 12,0
Chhattisgarh,Raigarh,Transgender,12 to 16,0
Chhattisgarh,Raigarh,Transgender,16 to 18,0
Chhattisgarh,Raigarh,Transgender,Above 18,0
Chhattisgarh,Raipur,Male,Below 12,5
Chhattisgarh,Raipur,Male,12 to 16,27
Chhattisgarh,Raipur,Male,16 to 18,71
Chhattisgarh,Raipur,Male,Above 18,737
Chhattisgarh,Raipur,Female,Below 12,0
Chhattisgarh,Raipur,Female,12 to 16,36
Chhattisgarh,Raipur,Female,16 to 18,353
Chhattisgarh,Raipur,Female,Above 18,1473
Chhattisgarh,Raipur,Transgender,Below 12,0
Chhattisgarh,Raipur,Transgender,12 to 16,0
Chhattisgarh,Raipur,Transgender,16 to 18,0
Chhattisgarh,Raipur,Transgender,Above 18,0
Chhattisgarh,Rajnandgaon,Male,Below 12,0
Chhattisgarh,Rajnandgaon,Male,12 to 16,4
Chhattisgarh,Rajnandgaon,Male,16 to 18,4
Chhattisgarh,Rajnandgaon,Male,Above 18,178
Chhattisgarh,Rajnandgaon,Female,Below 12,0
Chhattisgarh,Rajnandgaon,Female,12 to 16,28
Chhattisgarh,Rajnandgaon,Female,16 to 18,71
Chhattisgarh,Rajnandgaon,Female,Above 18,419
Chhattisgarh,Rajnandgaon,Transgender,Below 12,0
Chhattisgarh,Rajnandgaon,Transgender,12 to 16,0
Chhattisgarh,Rajnandgaon,Transgender,16 to 18,0
Chhattisgarh,Rajnandgaon,Transgender,Above 18,0
Chhattisgarh,Sarguja,Male,Below 12,0
Chhattisgarh,Sarguja,Male,12 to 16,12
Chhattisgarh,Sarguja,Male,16 to 18,8
Chhattisgarh,Sarguja,Male,Above 18,129
Chhattisgarh,Sarguja,Female,Below 12,4
Chhattisgarh,Sarguja,Female,12 to 16,42
Chhattisgarh,Sarguja,Female,16 to 18,72
Chhattisgarh,Sarguja,Female,Above 18,307
Chhattisgarh,Sarguja,Transgender,Below 12,0
Chhattisgarh,Sarguja,Transgender,12 to 16,0
Chhattisgarh,Sarguja,Transgender,16 to 18,0
Chhattisgarh,Sarguja,Transgender,Above 18,0
Chhattisgarh,Sukma,Male,Below 12,2
Chhattisgarh,Sukma,Male,12 to 16,2
Chhattisgarh,Sukma,Male,16 to 18,2
Chhattisgarh,Sukma,Male,Above 18,14
Chhattisgarh,Sukma,Female,Below 12,0
Chhattisgarh,Sukma,Female,12 to 16,4
Chhattisgarh,Sukma,Female,16 to 18,10
Chhattisgarh,Sukma,Female,Above 18,24
Chhattisgarh,Sukma,Transgender,Below 12,0
Chhattisgarh,Sukma,Transgender,12 to 16,0
Chhattisgarh,Sukma,Transgender,16 to 18,0
Chhattisgarh,Sukma,Transgender,Above 18,0
Chhattisgarh,Surajpur,Male,Below 12,2
Chhattisgarh,Surajpur,Male,12 to 16,4
Chhattisgarh,Surajpur,Male,16 to 18,3
Chhattisgarh,Surajpur,Male,Above 18,74
Chhattisgarh,Surajpur,Female,Below 12,3
Chhattisgarh,Surajpur,Female,12 to 16,28
Chhattisgarh,Surajpur,Female,16 to 18,34
Chhattisgarh,Surajpur,Female,Above 18,191
Chhattisgarh,Surajpur,Transgender,Below 12,0
Chhattisgarh,Surajpur,Transgender,12 to 16,0
Chhattisgarh,Surajpur,Transgender,16 to 18,0
Chhattisgarh,Surajpur,Transgender,Above 18,0
Chhattisgarh,Gaurela-Pendra-Marwari,Male,Below 12,0
Chhattisgarh,Gaurela-Pendra-Marwari,Male,12 to 16,10
Chhattisgarh,Gaurela-Pendra-Marwari,Male,16 to 18,4
Chhattisgarh,Gaurela-Pendra-Marwari,Male,Above 18,41
Chhattisgarh,Gaurela-Pendra-Marwari,Female,Below 12,3
Chhattisgarh,Gaurela-Pendra-Marwari,Female,12 to 16,21
Chhattisgarh,Gaurela-Pendra-Marwari,Female,16 to 18,32
Chhattisgarh,Gaurela-Pendra-Marwari,Female,Above 18,121
Chhattisgarh,Gaurela-Pendra-Marwari,Transgender,Below 12,0
Chhattisgarh,Gaurela-Pendra-Marwari,Transgender,12 to 16,0
Chhattisgarh,Gaurela-Pendra-Marwari,Transgender,16 to 18,0
Chhattisgarh,Gaurela-Pendra-Marwari,Transgender,Above 18,0
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Male,Below 12,1
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Male,12 to 16,4
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Male,16 to 18,2
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Male,Above 18,59
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Female,Below 12,2
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Female,12 to 16,14
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Female,16 to 18,48
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Female,Above 18,150
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Transgender,Below 12,0
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Transgender,12 to 16,0
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Transgender,16 to 18,0
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,Transgender,Above 18,0
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Male,Below 12,1
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Male,12 to 16,5
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Male,16 to 18,0
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Male,Above 18,43
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Female,Below 12,0
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Female,12 to 16,43
